date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:47:47	335/335	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/jarallax/jarallax.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/jarallax/jarallax.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:48	7302/7302	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:49	4040/4040	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/nouislider/nouislider.min.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/nouislider/nouislider.min.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:50	1421/1421	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/nouislider/nouislider.pips.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/nouislider/nouislider.pips.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:51	3116/3116	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/odometer/odometer.min.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/odometer/odometer.min.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:52	13689/13689	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/swiper/swiper.min.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/swiper/swiper.min.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:53	2294/2294	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/oxpins-icons/style.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/oxpins-icons/style.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:54	2058/2058	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/tiny-slider/tiny-slider.min.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/tiny-slider/tiny-slider.min.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:55	313/313	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/reey-font/stylesheet.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/reey-font/stylesheet.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:56	3356/3356	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/owl-carousel/owl.carousel.min.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/owl-carousel/owl.carousel.min.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:57	1018/1018	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/owl-carousel/owl.theme.default.min.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/owl-carousel/owl.theme.default.min.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:58	4088/4088	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/bxslider/jquery.bxslider.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/bxslider/jquery.bxslider.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:47:59	11832/11832	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/bootstrap-select/css/bootstrap-select.min.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/bootstrap-select/css/bootstrap-select.min.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:00	9461/9461	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/vegas/vegas.min.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/vegas/vegas.min.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:01	34763/34763	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/jquery-ui/jquery-ui.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/jquery-ui/jquery-ui.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:02	4071/4071	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/vendors/timepicker/timePicker.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/vendors/timepicker/timePicker.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:04	291049/291049	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/css/oxpins.css	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/css/oxpins.css	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:05	116641/116641	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:06	4939/4939	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:06%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/resources/logo-1.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/resources/logo-1.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:07	1951/1951	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:07%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/shapes/main-menu-shape-1.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/shapes/main-menu-shape-1.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:08	489/489	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:08%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/icon/main-menu-heart-icon.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/icon/main-menu-heart-icon.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:09	47920/47920	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/become-volunteer.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/become-volunteer.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:10	43280/43280	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:10%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-1.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-1.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:11	96130/96130	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index-one-page.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index-one-page.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:12	116053/116053	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index-dark.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index-dark.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:14	40429/40429	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:14%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-2.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-2.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:15	186577/186577	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index2.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index2.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:16	167031/167031	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index2-one-page.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index2-one-page.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:17	186509/186509	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index2-dark.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index2-dark.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:19	42332/42332	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:19%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-3.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-3.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:20	93468/93468	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index3.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index3.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:21	72414/72414	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index3-one-page.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index3-one-page.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:22	93568/93568	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index3-dark.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index3-dark.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:24	141829/141829	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:24%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-4.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-4.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:25	93076/93076	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index4.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index4.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:26	74066/74066	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index4-one-page.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index4-one-page.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:27	93231/93231	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index4-dark.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index4-dark.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:29	138192/138192	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:29%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-5.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-5.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:30	94147/94147	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index5.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index5.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:31	75172/75172	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index5-one-page.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index5-one-page.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:32	94312/94312	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index5-dark.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index5-dark.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:34	49055/49055	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:34%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-6.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-6.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:35	82385/82385	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index-boxed.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index-boxed.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:36	47417/47417	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Dec%202025%2011:48:36%20GMT	https://pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-7.png	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/assets/images/home-showcase/home-1-7.png	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:37	116745/116745	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/index-rtl.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/index-rtl.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:38	51692/51692	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/volunteer.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/volunteer.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:39	53257/53257	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/volunteer-carousel.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/volunteer-carousel.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:40	50457/50457	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/gallery.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/gallery.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:41	51148/51148	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/gallery-carousel.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/gallery-carousel.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:42	52017/52017	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/faq.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/faq.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:43	43139/43139	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/404.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/404.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:44	54492/54492	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/donation.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/donation.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:45	55953/55953	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/donations-list.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/donations-list.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:47	61150/61150	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/donation-carousel.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/donation-carousel.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:48	62486/62486	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/donation-details.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/donation-details.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:49	53922/53922	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/donate-now.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/donate-now.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:50	49390/49390	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/events.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/events.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:51	53811/53811	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/events-carousel.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/events-carousel.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:52	48483/48483	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/event-details.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/event-details.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:53	59267/59267	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/news.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/news.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:54	68310/68310	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/news-carousel.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/news-carousel.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:55	59727/59727	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/news-sidebar.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/news-sidebar.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:56	59760/59760	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/news-sidebar-left.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/news-sidebar-left.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:57	59203/59203	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/news-details.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/news-details.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
14:48:58	67624/67624	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jan%202024%2005:25:16%20GMT	https://pixydrops.com/oxpinshtml/main-html/products.html	C:/My%20Web%20Sites/Kawac%20Final%20Website./pixydrops.com/oxpinshtml/main-html/products.html	(from https://pixydrops.com/oxpinshtml/main-html/about.html)
